latitude,longitude,travel_agency_hs,hotels_online_hs,hotels_offline_hs,grocery_stores_fb,electronics_appliances_hs
1.396,103.836,5,2,14,13,6
1.396,103.838,14,20,18,18,0
1.396,103.839,19,0,14,19,16
1.396,103.840,20,0,20,19,5
1.396,103.841,2,20,7,14,14
1.396,103.845,0,0,0,9,16
1.396,103.846,20,0,20,15,0
1.396,103.847,2,0,14,15,19
1.396,103.849,0,0,20,0,5
1.396,103.852,2,0,19,8,6
1.396,103.854,18,19,6,17,20
1.396,103.856,0,0,0,0,20
1.396,103.858,18,0,19,16,19
1.396,103.879,17,0,0,17,8
1.396,103.880,0,0,17,0,0
1.396,103.885,7,0,18,6,14
1.396,103.891,20,0,10,4,0
1.396,103.892,17,0,12,11,14
1.396,103.893,7,0,9,20,0
1.396,103.895,5,0,20,20,2
1.396,103.897,17,18,20,0,19
1.396,103.898,0,11,5,9,8
1.396,103.900,0,0,17,1,0
1.396,103.901,18,0,11,17,20
1.396,103.904,0,0,17,0,0
1.396,103.908,0,0,18,20,18
1.397,103.797,19,1,1,1,16
1.397,103.798,15,3,20,20,1
1.397,103.799,0,0,20,18,13
1.397,103.802,6,0,18,19,19
1.397,103.804,13,17,17,11,14
1.397,103.805,13,19,18,12,12
1.397,103.806,13,17,18,1,7
1.397,103.807,17,19,1,12,12
1.397,103.809,18,0,0,10,17
1.397,103.810,13,16,19,5,15
1.397,103.812,17,0,20,10,16
1.397,103.813,14,5,1,8,17
1.397,103.817,6,0,16,10,18
1.397,103.819,17,13,14,12,8
1.397,103.820,7,18,8,1,15
1.397,103.826,15,19,13,12,13
1.397,103.827,19,8,17,5,15
1.397,103.830,10,0,13,18,12
1.397,103.836,17,0,15,9,13
1.397,103.837,1,0,18,11,18
1.397,103.838,18,14,10,19,16
1.397,103.840,0,0,17,20,9
1.397,103.843,9,0,12,0,11
1.397,103.848,16,0,19,18,17
1.397,103.849,20,0,15,13,20
1.397,103.851,19,0,13,19,13
1.397,103.876,15,1,19,14,19
1.397,103.888,2,0,0,6,0
1.397,103.889,20,0,11,16,17
1.397,103.890,20,0,18,8,19
1.397,103.891,1,6,6,18,2
1.397,103.893,20,0,16,19,19
1.397,103.894,18,1,13,0,19
1.397,103.898,0,0,19,20,19
1.397,103.899,0,0,14,0,20
1.397,103.903,1,0,4,17,0
1.397,103.909,15,0,0,20,0
1.398,103.790,12,0,19,1,8
1.398,103.793,19,17,19,20,18
1.398,103.794,10,0,19,16,19
1.398,103.795,0,0,20,15,20
1.398,103.796,16,13,12,15,18
1.398,103.800,19,0,12,3,19
1.398,103.801,16,0,19,0,9
1.398,103.803,16,11,20,17,4
1.398,103.804,17,0,18,18,3
1.398,103.806,15,2,11,1,18
1.398,103.808,16,15,13,11,11
1.398,103.809,14,17,19,7,16
1.398,103.813,12,13,17,12,19
1.398,103.814,16,12,0,13,14
1.398,103.816,10,0,20,2,5
1.398,103.817,18,0,14,14,19
1.398,103.822,10,1,2,15,13
1.398,103.824,14,0,20,10,17
1.398,103.825,1,18,3,16,19
1.398,103.828,10,0,20,2,15
1.398,103.829,15,0,16,9,4
1.398,103.830,19,0,16,12,20
1.398,103.831,17,0,14,12,19
1.398,103.834,18,0,11,12,6
1.398,103.835,15,3,17,20,20
1.398,103.839,6,0,15,12,11
1.398,103.841,13,10,0,17,20
1.398,103.846,13,14,13,1,18
1.398,103.848,17,18,14,14,16
1.398,103.849,4,0,13,20,10
1.398,103.850,3,0,5,15,20
1.398,103.852,0,0,15,0,11
1.398,103.855,18,0,0,11,17
1.398,103.859,0,0,0,16,12
1.398,103.887,20,0,0,18,5
1.398,103.889,20,0,0,3,17
1.398,103.891,18,0,18,12,18
1.398,103.892,13,0,0,17,19
1.398,103.909,0,3,0,20,18
1.398,103.911,0,0,0,0,14
1.399,103.791,12,0,15,16,0
1.399,103.793,9,0,13,2,3
1.399,103.803,15,0,14,18,16
1.399,103.804,16,16,0,17,18
1.399,103.806,13,15,17,16,17
1.399,103.808,0,18,6,16,16
1.399,103.809,15,0,17,16,19
1.399,103.810,19,0,19,17,20
1.399,103.811,19,19,16,1,13
1.399,103.812,11,18,7,6,12
1.399,103.818,9,20,13,1,12
1.399,103.819,20,0,20,14,13
1.399,103.821,19,0,20,13,12
1.399,103.823,20,11,14,12,2
1.399,103.825,16,1,19,17,11
1.399,103.828,15,2,18,13,2
1.399,103.830,19,15,19,14,1
1.399,103.831,4,0,15,14,16
1.399,103.833,13,15,8,18,19
1.399,103.834,20,20,14,15,18
1.399,103.836,14,17,19,0,19
1.399,103.837,20,20,13,2,11
1.399,103.840,17,5,10,19,11
1.399,103.845,12,0,13,16,0
1.399,103.849,0,0,20,0,3
1.399,103.850,4,0,11,20,20
1.399,103.852,17,0,20,0,8
1.399,103.889,18,0,11,0,0
1.399,103.890,13,14,20,13,16
1.399,103.899,20,0,3,0,5
1.399,103.907,19,0,11,18,20
1.399,103.908,17,0,19,17,14
1.4,103.786,0,0,0,17,1
1.4,103.791,19,0,0,0,8
1.4,103.794,10,0,19,10,18
1.4,103.795,19,0,8,19,14
1.4,103.797,15,1,1,16,2
1.4,103.800,19,0,12,3,20
1.4,103.801,18,0,20,2,14
1.4,103.802,14,0,0,1,1
1.4,103.803,10,15,16,2,18
1.4,103.804,11,20,15,11,17
1.4,103.807,0,0,15,16,19
1.4,103.808,19,0,10,15,11
1.4,103.811,2,4,0,7,12
1.4,103.814,17,0,17,7,10
1.4,103.816,13,0,10,1,1
1.4,103.817,8,0,19,10,1
1.4,103.820,18,0,16,17,15
1.4,103.821,18,0,13,9,7
1.4,103.822,14,20,3,14,0
1.4,103.823,6,10,18,12,1
1.4,103.824,10,15,10,4,17
1.4,103.825,19,0,15,8,16
1.4,103.826,16,0,17,20,19
1.4,103.827,15,0,5,19,17
1.4,103.829,16,19,9,11,11
1.4,103.831,10,0,14,15,18
1.4,103.833,6,7,11,18,9
1.4,103.834,13,7,14,15,17
1.4,103.838,14,0,19,15,19
1.4,103.839,19,0,20,20,17
1.4,103.840,19,0,0,4,15
1.4,103.842,0,17,17,12,19
1.4,103.844,1,0,7,16,10
1.4,103.847,18,14,16,18,20
1.4,103.848,10,0,20,14,0
1.4,103.850,18,0,0,0,6
1.4,103.851,18,0,9,16,15
1.4,103.852,14,0,0,5,0
1.4,103.857,0,0,0,0,6
1.4,103.899,18,0,15,16,20
1.4,103.907,20,0,19,17,18
1.4,103.908,3,0,11,3,15
1.4,103.910,12,0,19,0,20
1.401,103.790,19,0,20,15,1
1.401,103.792,19,0,0,0,0
1.401,103.794,14,0,0,19,16
1.401,103.796,12,0,18,15,19
1.401,103.799,16,0,19,10,20
1.401,103.800,16,7,0,2,15
1.401,103.803,8,0,11,1,2
1.401,103.804,0,0,4,17,11
1.401,103.805,20,0,18,4,20
1.401,103.806,18,0,20,4,1
1.401,103.808,12,19,16,5,3
1.401,103.809,1,3,17,14,15
1.401,103.810,14,0,13,13,14
1.401,103.812,16,0,19,14,19
1.401,103.814,19,17,18,7,19
1.401,103.815,6,0,12,13,2
1.401,103.816,15,17,13,9,19
1.401,103.821,18,0,13,18,11
1.401,103.824,8,0,16,18,19
1.401,103.826,17,0,12,14,19
1.401,103.828,14,1,14,17,16
1.401,103.830,19,16,20,14,18
1.401,103.833,4,0,18,19,1
1.401,103.834,1,0,14,20,18
1.401,103.835,2,0,13,10,19
1.401,103.836,19,4,19,18,14
1.401,103.838,7,14,17,17,17
1.401,103.840,9,0,0,19,20
1.401,103.842,10,6,15,16,20
1.401,103.843,0,16,19,10,13
1.401,103.844,2,0,0,18,12
1.401,103.845,17,0,13,0,18
1.401,103.846,14,0,6,10,17
1.401,103.849,0,0,20,0,17
1.401,103.851,18,0,20,18,17
1.401,103.899,20,0,20,15,17
1.401,103.903,0,0,15,20,13
1.401,103.907,0,0,0,18,0
1.401,103.910,11,0,9,0,11
1.402,103.789,12,0,15,11,8
1.402,103.791,0,12,0,2,0
1.402,103.792,17,0,7,19,0
1.402,103.797,12,0,20,0,10
1.402,103.798,0,0,0,19,12
1.402,103.800,19,0,0,20,0
1.402,103.802,14,7,1,19,10
1.402,103.803,14,0,12,17,11
1.402,103.806,11,0,0,12,6
1.402,103.807,10,6,12,14,18
1.402,103.812,17,0,19,7,8
1.402,103.813,13,1,11,13,14
1.402,103.814,11,0,9,1,15
1.402,103.816,2,3,3,15,18
1.402,103.817,2,0,13,17,12
1.402,103.818,12,19,16,14,12
1.402,103.819,18,17,20,1,16
1.402,103.820,19,0,9,20,15
1.402,103.821,20,20,20,20,19
1.402,103.822,19,18,20,17,18
1.402,103.824,19,0,10,3,8
1.402,103.826,19,18,20,5,3
1.402,103.827,13,17,16,10,15
1.402,103.828,0,16,18,19,15
1.402,103.829,18,0,5,15,19
1.402,103.830,18,17,0,15,20
1.402,103.833,19,0,20,11,19
1.402,103.834,6,15,18,16,8
1.402,103.836,13,0,19,14,0
1.402,103.837,17,1,12,19,11
1.402,103.838,17,0,19,13,16
1.402,103.839,5,20,19,11,16
1.402,103.841,8,0,20,0,12
1.402,103.845,16,0,13,0,0
1.402,103.848,0,0,20,17,18
1.402,103.849,0,0,18,19,12
1.402,103.850,20,0,0,19,0
1.402,103.851,12,0,0,0,20
1.402,103.853,6,0,5,0,19
1.402,103.855,16,0,0,1,18
1.402,103.858,14,4,12,12,16
1.402,103.892,14,0,17,14,3
1.402,103.897,0,0,0,13,17
1.402,103.898,15,0,20,0,18
1.402,103.899,19,0,0,0,0
1.402,103.901,16,0,16,9,17
1.402,103.902,20,0,20,2,17
1.402,103.904,16,1,0,18,1
1.402,103.908,0,0,16,15,15
1.403,103.791,15,0,4,19,20
1.403,103.794,16,0,13,0,0
1.403,103.795,11,0,6,16,12
1.403,103.797,18,0,20,6,0
1.403,103.798,14,0,17,16,20
1.403,103.799,20,0,14,16,12
1.403,103.803,18,17,15,4,20
1.403,103.804,17,10,19,17,4
1.403,103.808,14,0,19,4,18
1.403,103.809,13,4,5,12,18
1.403,103.811,17,14,0,12,1
1.403,103.812,12,16,14,9,18
1.403,103.814,15,5,11,10,1
1.403,103.815,13,0,20,14,15
1.403,103.818,10,0,13,5,10
1.403,103.819,18,0,17,9,19
1.403,103.822,18,0,20,7,13
1.403,103.823,18,13,9,15,18
1.403,103.824,16,13,11,11,18
1.403,103.827,20,16,1,1,16
1.403,103.833,18,0,14,2,2
1.403,103.836,16,0,16,1,1
1.403,103.838,20,0,0,10,0
1.403,103.839,12,0,0,20,20
1.403,103.840,2,0,7,0,17
1.403,103.845,0,0,0,20,19
1.403,103.849,12,0,20,18,0
1.403,103.864,0,0,18,19,16
1.403,103.895,19,0,19,17,15
1.403,103.896,0,0,0,0,11
1.403,103.899,14,7,5,18,18
1.403,103.900,19,0,13,0,19
1.403,103.901,20,0,17,20,11
1.403,103.902,0,0,0,20,0
1.403,103.904,20,6,0,17,20
1.403,103.905,19,16,19,8,15
1.403,103.908,1,0,15,2,14
1.404,103.761,16,0,0,0,0
1.404,103.786,16,0,0,14,0
1.404,103.792,12,0,18,17,19
1.404,103.794,12,0,0,18,20
1.404,103.795,20,0,0,12,18
1.404,103.802,3,0,17,3,20
1.404,103.803,7,0,0,14,10
1.404,103.804,16,9,12,12,20
1.404,103.805,18,0,0,1,19
1.404,103.807,12,17,5,1,0
1.404,103.808,18,3,12,18,7
1.404,103.809,12,0,15,7,20
1.404,103.810,9,6,17,8,15
1.404,103.811,7,15,16,3,16
1.404,103.813,11,20,20,1,10
1.404,103.814,9,15,20,16,11
1.404,103.816,17,1,1,13,17
1.404,103.817,10,0,15,15,20
1.404,103.818,10,13,17,9,19
1.404,103.820,13,10,17,11,5
1.404,103.821,11,20,20,5,13
1.404,103.823,9,0,3,19,18
1.404,103.826,18,12,18,19,0
1.404,103.827,18,15,18,5,19
1.404,103.830,17,0,19,0,13
1.404,103.836,14,0,4,16,16
1.404,103.837,20,0,17,15,18
1.404,103.838,13,0,14,3,1
1.404,103.842,0,0,19,20,0
1.404,103.843,6,1,9,11,19
1.404,103.846,0,0,0,19,20
1.404,103.894,18,0,16,20,17
1.404,103.903,9,0,20,0,20
1.404,103.904,19,13,18,16,20
1.404,103.908,0,0,2,4,19
1.405,103.791,18,18,16,17,14
1.405,103.798,11,0,0,14,3
1.405,103.799,14,0,13,11,18
1.405,103.804,12,0,19,17,16
1.405,103.805,17,0,0,19,0
1.405,103.806,13,16,12,17,18
1.405,103.807,1,5,0,1,8
1.405,103.809,11,0,18,6,17
1.405,103.814,1,11,13,3,19
1.405,103.815,15,18,17,16,16
1.405,103.816,12,8,13,15,15
1.405,103.819,16,19,20,9,18
1.405,103.820,20,0,18,10,20
1.405,103.821,12,0,16,16,17
1.405,103.822,20,0,14,8,5
1.405,103.825,15,18,17,14,17
1.405,103.828,11,0,19,18,19
1.405,103.832,20,0,11,16,13
1.405,103.835,20,1,13,20,20
1.405,103.837,1,0,20,17,19
1.405,103.841,0,0,0,10,0
1.405,103.849,1,0,19,17,0
1.405,103.852,0,0,0,0,19
1.405,103.856,19,0,0,19,17
1.405,103.897,0,1,0,2,19
1.405,103.899,0,0,0,0,20
1.405,103.900,2,0,11,13,16
1.405,103.902,19,0,20,20,16
1.405,103.903,2,8,8,20,20
1.405,103.904,10,14,18,19,9
1.405,103.905,13,16,12,15,19
1.405,103.906,0,0,17,20,17
1.405,103.907,20,0,0,1,20
1.406,103.791,14,14,12,10,5
1.406,103.794,15,0,8,18,11
1.406,103.798,5,0,17,20,13
1.406,103.800,15,0,0,11,16
1.406,103.801,18,0,18,16,0
1.406,103.802,3,0,17,14,19
1.406,103.805,6,15,19,15,16
1.406,103.806,13,11,16,3,19
1.406,103.807,4,11,5,2,12
1.406,103.813,3,0,16,11,11
1.406,103.814,20,0,17,14,19
1.406,103.815,14,1,16,15,18
1.406,103.817,14,12,13,14,16
1.406,103.819,18,0,0,15,0
1.406,103.820,9,0,16,16,4
1.406,103.825,20,0,17,12,12
1.406,103.826,14,0,19,0,0
1.406,103.827,19,0,0,19,8
1.406,103.828,20,0,0,15,18
1.406,103.830,17,20,15,13,19
1.406,103.831,20,0,19,17,18
1.406,103.833,1,17,0,4,20
1.406,103.834,9,2,10,9,17
1.406,103.836,8,19,15,1,3
1.406,103.838,8,19,19,19,0
1.406,103.839,19,0,16,18,0
1.406,103.846,14,0,17,15,18
1.406,103.855,20,0,18,15,10
1.406,103.903,18,0,20,15,10
1.406,103.904,16,0,8,15,19
1.407,103.759,17,0,5,16,16
1.407,103.796,0,0,0,18,13
1.407,103.799,19,0,11,4,14
1.407,103.801,16,0,0,13,0
1.407,103.802,17,0,0,0,17
1.407,103.803,17,0,0,20,12
1.407,103.806,0,0,20,13,5
1.407,103.809,16,0,11,1,17
1.407,103.810,15,11,13,16,13
1.407,103.811,15,0,12,10,18
1.407,103.812,17,7,18,16,18
1.407,103.814,12,20,20,16,17
1.407,103.815,13,3,19,1,1
1.407,103.817,12,0,15,15,17
1.407,103.818,18,14,20,6,20
1.407,103.819,14,19,15,17,20
1.407,103.820,20,0,16,14,16
1.407,103.821,15,0,8,10,0
1.407,103.823,2,1,10,15,8
1.407,103.825,20,13,15,10,11
1.407,103.826,20,18,19,16,15
1.407,103.829,2,1,12,12,18
1.407,103.830,0,14,9,14,9
1.407,103.831,19,0,19,7,19
1.407,103.835,20,0,14,18,0
1.407,103.837,12,20,13,17,16
1.407,103.839,18,0,16,20,2
1.407,103.840,17,0,0,18,19
1.407,103.841,17,0,0,19,15
1.407,103.842,20,0,0,18,16
1.407,103.844,18,12,18,10,0
1.407,103.847,14,0,0,19,18
1.407,103.897,0,0,0,20,0
1.407,103.898,0,0,0,19,16
1.407,103.899,0,0,0,0,20
1.407,103.901,18,0,19,0,15
1.407,103.902,0,18,15,16,16
1.407,103.903,0,0,20,16,15
1.407,103.905,19,0,19,1,13
1.408,103.758,15,0,0,10,20
1.408,103.761,0,0,0,11,0
1.408,103.794,11,0,18,20,20
1.408,103.801,0,0,20,0,7
1.408,103.802,14,0,20,19,19
1.408,103.804,1,0,7,4,0
1.408,103.806,19,18,1,1,7
1.408,103.811,10,0,13,10,19
1.408,103.813,18,10,20,12,2
1.408,103.814,1,0,16,4,5
1.408,103.816,16,0,20,1,13
1.408,103.817,19,0,15,15,10
1.408,103.818,3,0,12,14,14
1.408,103.821,11,0,14,17,15
1.408,103.822,15,2,18,16,20
1.408,103.823,4,13,10,16,4
1.408,103.827,19,20,20,0,16
1.408,103.828,19,0,19,15,17
1.408,103.829,18,0,19,0,10
1.408,103.833,17,0,15,3,20
1.408,103.834,1,0,0,1,15
1.408,103.836,19,0,20,20,0
1.408,103.838,15,0,20,1,1
1.408,103.839,0,0,0,0,14
1.408,103.903,0,0,0,13,20
1.409,103.757,0,0,0,20,16
1.409,103.790,0,0,0,19,0
1.409,103.800,16,12,0,1,16
1.409,103.801,17,0,17,19,19
1.409,103.804,15,18,7,1,17
1.409,103.807,12,0,0,15,17
1.409,103.808,17,18,20,12,16
1.409,103.810,19,0,8,15,17
1.409,103.812,20,0,17,15,13
1.409,103.813,16,0,17,12,9
1.409,103.815,15,20,14,15,20
1.409,103.816,17,0,17,9,0
1.409,103.817,18,4,15,12,16
1.409,103.818,0,0,18,12,0
1.409,103.819,19,19,9,10,20
1.409,103.820,20,0,0,20,18
1.409,103.821,18,0,0,18,0
1.409,103.826,18,0,20,12,19
1.409,103.827,13,0,20,20,8
1.409,103.829,18,0,0,15,20
1.409,103.830,18,18,17,15,19
1.409,103.831,11,20,0,16,18
1.409,103.833,20,0,2,20,11
1.409,103.835,0,0,0,1,0
1.409,103.836,15,0,20,20,19
1.409,103.839,20,0,4,18,9
1.409,103.840,19,0,6,20,6
1.409,103.844,15,14,1,12,20
1.409,103.845,0,20,0,0,1
1.409,103.899,16,0,0,0,13
1.409,103.901,0,0,19,0,19
1.41,103.757,19,20,0,18,20
1.41,103.758,19,0,0,0,0
1.41,103.792,0,0,20,14,1
1.41,103.796,11,0,20,15,19
1.41,103.802,14,0,20,2,0
1.41,103.806,12,20,11,12,8
1.41,103.808,10,0,0,19,9
1.41,103.809,0,0,0,1,19
1.41,103.810,1,0,19,16,18
1.41,103.812,17,0,0,11,10
1.41,103.813,14,0,10,1,20
1.41,103.814,6,0,18,20,13
1.41,103.815,10,1,16,18,18
1.41,103.817,16,16,20,15,2
1.41,103.819,13,0,19,15,14
1.41,103.822,5,0,6,16,18
1.41,103.823,13,0,0,16,19
1.41,103.824,0,0,15,10,19
1.41,103.826,20,0,14,17,18
1.41,103.827,20,0,20,11,20
1.41,103.829,14,0,14,18,2
1.41,103.830,11,0,17,19,0
1.41,103.831,3,11,13,15,16
1.41,103.834,0,0,18,19,13
1.41,103.835,0,0,0,19,11
1.41,103.836,0,0,0,15,18
1.41,103.837,20,0,17,19,20
1.41,103.838,20,0,0,14,3
1.41,103.839,16,0,16,16,20
1.41,103.840,19,0,0,0,16
1.41,103.843,0,0,16,16,20
1.41,103.845,20,0,16,18,20
1.41,103.900,0,0,20,2,3
1.41,103.901,12,0,15,18,12
1.411,103.802,11,0,18,15,20
1.411,103.803,16,0,20,20,19
1.411,103.804,18,0,0,13,19
1.411,103.807,0,0,10,20,13
1.411,103.813,14,17,10,3,10
1.411,103.815,8,0,12,2,19
1.411,103.816,12,0,0,20,10
1.411,103.819,0,0,0,1,16
1.411,103.820,14,20,19,8,0
1.411,103.824,18,1,20,0,20
1.411,103.825,19,7,0,0,18
1.411,103.826,20,0,18,10,18
1.411,103.832,13,1,15,16,17
1.411,103.834,18,0,7,14,0
1.411,103.835,11,15,0,6,1
1.411,103.836,16,6,20,10,16
1.411,103.840,15,0,19,16,0
1.411,103.843,19,0,19,19,6
1.411,103.846,20,0,0,20,19
1.411,103.901,15,0,9,18,20
1.412,103.787,14,15,0,14,0
1.412,103.789,16,0,0,14,20
1.412,103.799,8,0,0,19,19
1.412,103.800,17,0,0,17,18
1.412,103.804,16,0,16,1,0
1.412,103.805,14,4,4,15,17
1.412,103.807,0,0,13,16,19
1.412,103.808,16,12,17,18,19
1.412,103.809,15,0,17,3,0
1.412,103.814,17,0,11,9,4
1.412,103.815,19,0,0,15,20
1.412,103.819,19,0,17,12,20
1.412,103.820,0,0,16,15,18
1.412,103.822,2,14,17,14,13
1.412,103.825,20,0,13,17,19
1.412,103.826,3,0,17,18,19
1.412,103.829,19,0,17,15,0
1.412,103.832,16,19,17,11,20
1.412,103.835,20,0,13,20,14
1.412,103.838,19,18,11,18,14
1.412,103.839,20,0,15,20,20
1.412,103.840,17,0,0,20,0
1.412,103.842,14,0,19,0,0
1.412,103.843,19,1,18,17,20
1.412,103.901,0,0,15,0,0
1.412,103.902,0,0,0,0,19
1.413,103.796,20,0,0,13,0
1.413,103.797,0,0,14,19,16
1.413,103.803,6,19,20,7,16
1.413,103.806,1,0,15,18,20
1.413,103.807,17,0,0,2,0
1.413,103.808,17,0,6,0,5
1.413,103.809,19,0,0,11,13
1.413,103.812,3,16,15,11,20
1.413,103.813,20,0,18,11,20
1.413,103.815,0,0,0,11,18
1.413,103.816,19,0,19,5,13
1.413,103.818,18,0,10,18,14
1.413,103.820,13,0,0,2,20
1.413,103.821,17,0,10,17,7
1.413,103.822,1,14,10,15,17
1.413,103.823,10,0,7,15,14
1.413,103.825,17,15,10,17,16
1.413,103.826,17,0,17,0,17
1.413,103.828,19,0,20,18,19
1.413,103.829,16,0,0,20,15
1.413,103.834,18,0,0,12,9
1.413,103.836,20,0,19,19,0
1.413,103.838,19,0,17,0,0
1.413,103.839,14,0,0,17,20
1.413,103.840,0,0,0,19,0
1.413,103.842,7,0,0,16,10
1.414,103.804,11,0,4,8,1
1.414,103.806,19,0,20,15,12
1.414,103.807,0,20,0,11,0
1.414,103.810,15,0,19,18,19
1.414,103.811,0,0,0,8,1
1.414,103.812,0,0,2,14,17
1.414,103.818,14,0,19,19,16
1.414,103.819,18,0,19,0,20
1.414,103.820,20,0,18,15,19
1.414,103.824,19,0,10,11,18
1.414,103.825,6,0,17,19,0
1.414,103.828,18,6,0,0,20
1.414,103.830,0,0,11,20,10
1.414,103.831,15,0,0,0,20
1.414,103.833,0,0,0,0,17
1.414,103.834,0,0,0,16,0
1.414,103.837,4,0,18,20,5
1.414,103.902,16,0,19,15,11
1.415,103.800,19,0,0,16,10
1.415,103.804,19,14,0,20,0
1.415,103.805,0,1,12,15,20
1.415,103.806,12,0,0,18,0
1.415,103.809,14,17,15,15,0
1.415,103.810,19,0,0,16,0
1.415,103.812,0,0,18,16,20
1.415,103.813,18,0,9,15,0
1.415,103.815,18,15,0,17,18
1.415,103.816,18,0,13,17,3
1.415,103.817,20,0,12,17,0
1.415,103.819,15,0,11,17,9
1.415,103.820,15,0,14,15,0
1.415,103.822,14,1,14,15,20
1.415,103.823,3,0,18,3,20
1.415,103.824,0,0,0,2,1
1.415,103.827,15,0,18,15,14
1.415,103.829,12,19,16,20,15
1.415,103.833,0,0,0,20,15
1.415,103.839,17,0,0,0,0
1.415,103.840,16,0,19,20,0
1.415,103.841,0,0,19,18,18
1.415,103.843,0,0,0,17,0
1.415,103.902,0,0,15,19,16
1.416,103.795,0,0,20,0,19
1.416,103.804,17,11,20,17,13
1.416,103.807,16,0,0,19,20
1.416,103.808,19,0,19,9,20
1.416,103.811,20,0,17,14,1
1.416,103.813,17,13,15,9,0
1.416,103.816,17,6,20,18,0
1.416,103.817,3,0,0,0,19
1.416,103.818,1,0,0,19,3
1.416,103.823,19,0,18,9,3
1.416,103.824,15,0,18,14,0
1.416,103.825,20,20,0,8,0
1.416,103.828,15,0,0,0,0
1.416,103.829,1,0,15,0,1
1.416,103.831,0,0,0,18,0
1.416,103.834,19,4,18,15,14
1.416,103.836,3,0,20,17,15
1.416,103.843,19,0,18,18,0
1.416,103.845,13,0,17,20,15
1.416,103.902,17,0,0,15,3
1.417,103.803,16,18,19,14,15
1.417,103.808,19,0,20,20,8
1.417,103.809,19,7,0,11,19
1.417,103.810,3,0,16,20,19
1.417,103.811,0,0,17,18,0
1.417,103.818,11,0,0,17,0
1.417,103.819,0,0,10,10,15
1.417,103.824,14,0,17,10,17
1.417,103.832,19,0,17,18,14
1.417,103.834,20,20,17,17,16
1.417,103.835,17,0,16,18,15
1.417,103.838,19,0,18,20,16
1.417,103.842,20,0,19,19,0
1.417,103.901,0,0,19,0,16
1.417,103.902,18,1,17,18,11
1.418,103.801,0,0,0,18,19
1.418,103.806,3,0,4,17,19
1.418,103.807,16,0,0,19,14
1.418,103.808,19,0,0,11,18
1.418,103.812,12,19,18,17,15
1.418,103.813,14,0,13,0,20
1.418,103.814,16,0,13,17,2
1.418,103.822,18,0,17,6,0
1.418,103.824,0,0,0,14,0
1.418,103.832,17,18,18,20,19
1.418,103.833,19,0,18,19,20
1.418,103.835,19,0,0,0,0
1.418,103.836,15,0,18,6,18
1.418,103.839,17,0,12,15,17
1.418,103.841,20,0,20,20,0
1.418,103.842,0,0,18,0,4
1.419,103.806,1,17,18,1,0
1.419,103.807,18,13,10,18,16
1.419,103.809,0,0,1,19,18
1.419,103.810,0,11,0,1,16
1.419,103.811,13,0,5,7,6
1.419,103.812,3,12,14,14,0
1.419,103.814,8,0,0,19,19
1.419,103.815,0,0,19,0,19
1.419,103.823,12,0,18,19,20
1.419,103.836,19,0,0,0,0
1.419,103.840,13,0,19,0,0
1.419,103.841,20,0,14,20,19
1.419,103.842,13,0,19,0,4
1.419,103.843,0,0,7,19,0
1.419,103.845,17,0,0,0,20
1.42,103.797,0,0,0,12,19
1.42,103.800,20,0,19,8,0
1.42,103.809,15,0,18,16,0
1.42,103.811,17,0,0,18,0
1.42,103.813,0,9,19,14,15
1.42,103.814,7,0,14,20,0
1.42,103.822,19,0,11,0,0
1.42,103.824,20,0,18,0,0
1.42,103.825,0,0,20,18,18
1.42,103.826,0,0,0,18,20
1.42,103.833,20,0,18,19,20
1.42,103.837,10,0,19,0,1
1.42,103.839,17,0,19,0,0
1.42,103.840,19,14,18,19,0
1.42,103.841,19,5,0,20,0
1.42,103.842,20,0,8,18,19
1.42,103.843,20,0,19,17,20
1.42,103.844,20,12,19,19,9
1.421,103.801,20,0,13,11,17
1.421,103.809,13,0,10,14,7
1.421,103.814,18,0,11,16,0
1.421,103.815,20,0,3,18,0
1.421,103.817,19,0,0,15,0
1.421,103.818,17,4,19,0,0
1.421,103.820,0,0,0,12,18
1.421,103.821,14,0,16,18,0
1.421,103.823,20,0,0,17,0
1.421,103.826,15,0,18,14,1
1.421,103.827,15,2,0,17,0
1.421,103.831,0,0,0,19,13
1.421,103.836,0,0,16,0,16
1.421,103.837,19,14,0,0,9
1.421,103.838,13,0,0,12,20
1.421,103.840,0,0,18,16,1
1.421,103.841,0,17,4,14,19
1.421,103.844,20,0,0,16,0
1.422,103.811,0,0,0,2,0
1.422,103.816,0,0,0,16,0
1.422,103.825,18,15,11,20,0
1.422,103.827,12,0,20,17,17
1.422,103.837,18,0,20,20,1
1.422,103.842,0,0,14,5,16
1.422,103.845,5,0,20,0,2
1.423,103.809,19,0,0,18,0
1.423,103.813,0,0,12,0,19
1.423,103.815,0,0,13,0,17
1.423,103.816,19,0,1,20,17
1.423,103.822,0,0,0,18,19
1.423,103.823,0,0,0,11,19
1.423,103.824,19,0,2,0,0
1.423,103.827,7,0,10,0,20
1.423,103.833,7,0,0,4,0
1.423,103.839,17,0,0,17,2
1.423,103.841,20,0,0,13,8
1.423,103.844,17,0,1,19,0
1.424,103.799,0,0,0,1,20
1.424,103.804,0,15,7,5,13
1.424,103.805,18,0,0,1,0
1.424,103.828,0,0,0,19,0
1.424,103.837,19,0,20,16,20
1.424,103.838,19,0,0,19,19
1.424,103.840,20,0,9,15,16
1.424,103.841,19,0,20,15,14
1.424,103.846,0,0,0,20,0
