latitude,longitude,beauty_medical_hs,sporting_goods_fb,restaurants_hs,apparel_fb
2.831,101.717,19,5,10,10
2.831,101.718,0,18,17,20
2.831,101.841,8,16,14,0
2.831,101.876,0,12,18,0
2.831,101.877,18,1,1,17
2.831,101.897,20,20,20,20
2.832,101.705,12,4,7,8
2.832,101.717,0,0,12,0
2.832,101.722,18,2,7,8
2.832,101.874,0,15,14,0
2.832,101.887,0,0,19,14
2.832,101.896,0,0,20,0
2.832,101.897,19,20,20,20
2.833,101.719,18,11,3,10
2.833,101.723,19,18,16,17
2.833,101.875,0,14,19,14
2.833,101.877,0,3,7,16
2.833,101.878,0,15,19,17
2.834,101.72,0,19,18,0
2.834,101.834,0,15,8,9
2.834,101.849,3,12,17,5
2.835,101.595,0,0,20,19
2.835,101.854,9,0,4,3
2.835,101.869,15,16,20,0
2.836,101.88,7,12,16,0
2.837,101.858,19,19,15,0
2.838,101.727,17,1,4,12
2.838,101.839,1,7,16,9
2.838,101.863,20,19,8,2
2.838,101.869,0,7,19,13
2.838,101.873,0,0,19,0
2.838,101.875,14,0,18,0
2.839,101.87,4,18,5,0
2.84,101.726,16,19,20,0
2.84,101.858,7,15,16,0
2.84,101.865,12,0,16,13
2.84,101.866,1,9,19,17
2.841,101.857,19,15,15,19
2.841,101.86,20,19,18,18
2.842,101.691,19,19,19,0
2.842,101.849,10,5,7,14
2.843,101.691,11,8,15,0
2.843,101.837,4,15,18,17
2.843,101.842,19,0,19,8
2.843,101.856,16,15,19,0
2.843,101.866,0,18,10,0
2.845,101.8,0,1,2,8
2.845,101.848,20,20,19,0
2.846,101.83,6,4,1,7
2.846,101.847,0,15,19,20
2.846,101.85,2,16,1,5
2.848,101.687,0,18,16,17
2.849,101.851,0,18,14,17
2.85,101.665,0,19,20,0
2.85,101.841,11,16,11,0
2.853,101.718,18,4,18,16
2.854,101.683,15,0,20,0
2.856,101.683,0,18,20,0
2.856,101.718,17,1,6,8
2.856,101.826,16,6,2,0
2.857,101.766,12,0,18,17
2.857,101.8,2,9,6,12
2.858,101.497,0,0,15,0
2.858,101.68,19,17,20,0
2.858,101.681,0,0,16,0
2.858,101.812,0,0,20,17
2.858,101.864,1,18,13,0
2.859,101.679,0,0,20,17
2.859,101.68,16,19,19,20
2.859,101.805,0,1,11,12
2.859,102.981,0,0,20,0
2.861,101.678,20,17,20,20
2.861,101.728,13,9,18,0
2.861,101.793,3,10,4,1
2.862,101.678,0,0,19,19
2.862,101.802,1,9,9,1
2.862,101.83,0,1,9,8
2.863,101.836,7,18,7,2
2.864,101.676,0,15,20,0
2.864,101.682,0,3,10,0
2.864,101.834,2,3,10,6
2.866,101.786,0,15,11,8
2.866,101.842,15,15,11,0
2.867,101.684,0,12,19,9
2.867,101.724,0,0,19,0
2.869,101.771,6,1,5,3
2.871,101.718,7,5,17,6
2.871,101.841,17,18,18,0
2.873,101.789,0,1,7,2
2.873,101.79,0,14,16,19
2.876,101.499,10,12,3,9
2.876,101.709,12,1,9,19
2.876,101.818,4,12,4,5
2.877,101.492,14,14,5,7
2.877,101.493,19,19,19,14
2.877,101.498,17,15,19,2
2.877,101.723,3,15,4,17
2.878,101.727,11,3,17,13
2.879,101.496,0,18,17,0
2.879,101.497,0,17,12,0
2.879,101.668,0,0,14,0
2.879,101.669,17,0,20,0
2.879,101.719,1,0,13,16
2.88,101.67,13,19,18,18
2.88,101.728,18,16,20,2
2.88,101.744,10,15,10,2
2.881,101.505,0,0,17,0
2.881,101.668,16,19,17,0
2.881,101.814,17,11,12,12
2.882,101.668,19,18,19,17
2.882,101.794,1,7,18,17
2.883,101.493,10,19,11,0
2.885,101.791,0,0,20,0
2.886,101.716,11,1,10,6
2.887,101.728,0,11,13,7
2.887,101.79,0,0,13,0
2.887,101.803,14,1,14,1
2.887,101.814,20,10,19,0
2.887,101.822,14,9,4,16
2.888,101.756,20,5,17,10
2.888,101.845,19,18,10,17
2.889,101.691,11,6,14,12
2.889,101.693,0,15,20,17
2.889,101.765,15,18,18,0
2.89,101.785,0,18,18,0
2.891,101.776,17,15,10,14
2.891,101.822,0,4,17,12
2.892,101.714,20,12,15,0
2.892,101.727,16,2,10,12
2.892,101.776,0,12,19,0
2.893,101.704,0,12,15,17
2.893,101.714,15,15,10,0
2.893,101.774,15,11,15,7
2.893,101.776,20,9,17,18
2.893,101.835,8,5,10,4
2.894,101.705,16,1,11,12
2.894,101.727,15,0,11,2
2.894,101.746,19,16,15,17
2.894,101.803,16,0,19,2
2.894,101.817,0,0,19,0
2.894,101.869,8,15,19,12
2.895,101.697,19,17,20,15
2.895,101.698,0,1,7,16
2.895,101.706,18,10,19,0
2.896,101.774,14,15,19,12
2.897,101.689,0,15,10,8
2.897,101.697,0,7,18,0
2.897,101.726,10,15,14,0
2.897,101.793,9,1,4,7
2.898,101.695,0,10,16,9
2.898,101.734,12,6,13,6
2.899,101.694,17,2,13,7
2.899,101.695,14,12,14,9
2.899,101.751,2,3,5,2
2.899,101.76,0,6,11,1
2.9,101.695,19,0,20,0
2.9,101.812,2,2,1,2
2.901,101.694,18,6,15,8
2.901,101.71,6,3,9,3
2.901,101.787,3,0,13,0
2.901,101.79,0,15,16,12
2.902,101.694,18,6,17,0
2.902,101.744,0,15,17,0
2.903,101.717,15,15,16,17
2.903,101.806,14,12,17,13
2.904,101.693,0,19,20,19
2.904,101.715,0,12,19,17
2.904,101.726,8,0,17,17
2.904,101.778,5,0,9,1
2.905,101.682,19,18,15,13
2.905,101.763,10,4,6,2
2.905,101.764,20,18,18,0
2.906,101.714,20,0,15,16
2.906,101.72,10,5,11,5
2.906,101.763,9,1,11,2
2.906,101.773,20,6,12,1
2.906,101.808,12,4,13,6
2.906,101.821,9,0,15,14
2.907,101.689,16,18,8,17
2.907,101.691,20,5,18,19
2.907,101.704,17,12,19,9
2.907,101.705,0,10,19,13
2.907,101.714,19,10,17,0
2.907,101.741,17,16,11,4
2.907,101.792,0,15,9,1
2.907,101.797,0,10,16,3
2.908,101.69,0,19,18,14
2.908,101.691,15,8,15,14
2.908,101.713,0,3,16,17
2.908,101.719,4,15,18,9
2.908,101.721,14,17,10,14
2.908,101.732,0,7,16,9
2.908,101.771,19,3,12,8
2.908,101.795,15,15,14,6
2.909,101.469,0,18,20,0
2.909,101.687,9,5,9,6
2.909,101.692,0,11,12,0
2.909,101.693,2,3,11,2
2.909,101.731,6,3,5,1
2.909,101.761,0,1,9,17
2.91,101.469,0,19,20,0
2.91,101.785,6,0,6,9
2.91,101.862,0,11,20,0
2.911,101.472,0,0,20,18
2.911,101.698,6,6,8,4
2.911,101.798,20,6,1,12
2.912,101.662,0,7,18,6
2.912,101.689,14,13,18,13
2.912,101.69,17,20,17,5
2.912,101.7,11,8,4,5
2.912,101.728,0,15,19,0
2.912,101.774,20,2,5,1
2.912,101.783,15,9,16,8
2.913,101.656,19,20,20,20
2.913,101.657,20,14,20,0
2.913,101.684,17,16,20,19
2.913,101.688,0,7,13,9
2.913,101.777,0,0,19,0
2.914,101.477,0,15,10,0
2.914,101.662,20,8,16,0
2.914,101.686,10,10,10,19
2.914,101.69,18,16,17,0
2.914,101.708,7,1,10,12
2.914,101.754,17,18,20,13
2.914,101.759,0,16,13,0
2.914,101.778,17,13,16,13
2.915,101.656,12,20,20,20
2.915,101.657,0,17,15,0
2.915,101.658,10,14,14,12
2.915,101.659,16,15,17,12
2.915,101.66,0,1,14,0
2.915,101.678,18,1,11,14
2.915,101.68,13,16,7,14
2.915,101.683,20,12,16,9
2.915,101.685,19,2,3,7
2.915,101.686,16,11,18,11
2.915,101.689,0,9,15,0
2.915,101.69,14,12,10,1
2.915,101.692,0,19,19,17
2.915,101.693,12,3,5,8
2.915,101.736,0,1,14,6
2.915,101.753,11,12,14,12
2.915,101.769,12,1,4,6
2.916,101.655,9,8,20,10
2.916,101.656,20,13,5,19
2.916,101.657,19,17,20,20
2.916,101.679,19,19,13,0
2.916,101.684,17,5,14,0
2.916,101.691,5,5,1,16
2.916,101.707,5,19,14,17
2.916,101.773,15,18,14,8
2.916,101.779,13,13,6,0
2.916,101.788,10,5,11,3
2.916,101.8,6,9,6,6
2.917,101.655,0,11,17,18
2.917,101.656,0,8,15,0
2.917,101.659,14,1,12,13
2.917,101.666,0,15,19,17
2.917,101.669,20,11,13,0
2.917,101.683,20,5,10,0
2.917,101.687,5,1,10,5
2.917,101.689,7,1,16,8
2.917,101.697,17,5,14,17
2.917,101.707,11,7,11,8
2.917,101.712,8,1,15,10
2.917,101.744,13,12,16,17
2.918,101.65,0,10,15,17
2.918,101.652,7,4,17,19
2.918,101.654,10,13,9,5
2.918,101.657,0,9,17,0
2.918,101.659,10,8,13,19
2.918,101.66,18,16,20,0
2.918,101.662,0,5,9,0
2.918,101.663,10,7,17,0
2.918,101.684,19,6,20,15
2.918,101.69,14,16,17,13
2.918,101.692,8,2,14,1
2.918,101.693,16,8,9,10
2.918,101.694,13,5,12,18
2.918,101.699,7,4,6,1
2.918,101.701,12,18,16,1
2.918,101.71,5,10,7,3
2.918,101.724,9,1,6,1
2.918,101.779,2,4,2,1
2.918,101.807,0,1,16,8
2.919,101.646,0,15,19,0
2.919,101.65,0,3,16,5
2.919,101.655,17,14,18,0
2.919,101.656,17,2,11,7
2.919,101.658,0,12,18,17
2.919,101.66,16,6,18,12
2.919,101.687,14,12,12,8
2.919,101.695,0,15,2,4
2.919,101.7,15,1,7,0
2.919,101.793,3,10,16,13
2.919,101.803,19,0,14,0
2.92,101.651,16,6,10,12
2.92,101.653,20,2,16,14
2.92,101.654,8,12,16,5
2.92,101.656,20,15,6,6
2.92,101.658,13,1,9,0
2.92,101.68,12,6,14,0
2.92,101.682,18,4,10,17
2.92,101.685,14,14,17,4
2.92,101.687,16,18,14,16
2.92,101.695,0,15,17,0
2.92,101.708,12,2,8,4
2.92,101.773,0,1,13,8
2.92,101.775,16,10,12,2
2.92,101.779,0,18,13,0
2.92,101.783,18,20,6,15
2.92,101.828,7,18,12,8
2.921,101.646,15,2,12,16
2.921,101.647,18,9,14,13
2.921,101.65,16,8,17,17
2.921,101.652,12,2,11,10
2.921,101.655,14,4,12,0
2.921,101.659,6,4,18,18
2.921,101.665,7,1,15,12
2.921,101.667,0,4,1,12
2.921,101.675,0,12,2,13
2.921,101.684,13,19,18,15
2.921,101.694,13,12,8,1
2.921,101.699,14,4,2,17
2.921,101.701,0,12,10,0
2.921,101.704,19,4,14,8
2.921,101.707,10,19,15,18
2.921,101.722,7,0,14,13
2.921,101.723,3,16,13,17
2.921,101.729,2,1,7,4
2.921,101.74,17,19,16,0
2.921,101.777,8,12,2,17
2.922,101.643,16,5,17,17
2.922,101.644,7,4,13,9
2.922,101.648,15,6,11,19
2.922,101.649,16,5,12,16
2.922,101.651,13,5,13,11
2.922,101.653,14,5,11,17
2.922,101.654,8,2,5,4
2.922,101.656,10,3,5,4
2.922,101.657,15,8,10,15
2.922,101.658,18,1,7,16
2.922,101.662,20,7,19,17
2.922,101.701,15,19,15,17
2.922,101.713,18,6,12,6
2.922,101.759,19,7,14,17
2.922,101.773,14,1,2,6
2.923,101.642,0,19,20,20
2.923,101.643,0,19,20,0
2.923,101.644,0,15,18,0
2.923,101.645,10,7,13,16
2.923,101.646,17,13,17,19
2.923,101.648,11,9,13,13
2.923,101.649,17,3,12,15
2.923,101.65,13,13,13,20
2.923,101.651,13,4,8,14
2.923,101.655,11,2,5,9
2.923,101.656,10,2,8,0
2.923,101.657,12,3,8,19
2.923,101.658,12,8,6,20
2.923,101.659,14,1,15,2
2.923,101.661,15,16,14,0
2.923,101.662,1,4,5,9
2.923,101.663,13,4,7,19
2.923,101.68,18,2,14,14
2.923,101.687,14,1,7,6
2.923,101.699,0,2,12,8
2.923,101.701,8,9,9,1
2.923,101.714,11,10,14,9
2.923,101.719,11,18,15,1
2.924,101.647,11,9,17,17
2.924,101.648,15,0,20,0
2.924,101.65,10,9,10,7
2.924,101.653,18,4,13,11
2.924,101.654,17,2,7,14
2.924,101.655,16,9,12,9
2.924,101.66,20,7,8,18
2.924,101.661,20,18,19,17
2.924,101.673,12,2,11,1
2.924,101.687,1,8,14,0
2.924,101.7,15,10,11,0
2.924,101.719,3,1,5,0
2.924,101.746,4,1,10,0
2.924,101.747,1,5,9,1
2.924,101.751,6,18,12,8
2.924,101.771,9,0,12,4
2.924,101.782,12,2,18,11
2.924,101.803,7,11,11,12
2.925,101.65,12,1,13,4
2.925,101.651,17,15,11,0
2.925,101.654,20,2,5,3
2.925,101.657,18,9,13,13
2.925,101.658,15,10,14,0
2.925,101.661,4,11,8,14
2.925,101.666,18,7,16,19
2.925,101.667,19,14,13,14
2.925,101.668,13,9,11,1
2.925,101.673,0,14,19,5
2.925,101.674,15,9,14,18
2.925,101.688,0,9,9,0
2.925,101.694,6,1,1,1
2.925,101.695,0,2,10,14
2.925,101.708,18,9,10,2
2.925,101.712,2,1,4,1
2.925,101.723,9,1,6,8
2.925,101.726,17,7,10,2
2.925,101.727,0,3,7,12
2.925,101.738,1,4,12,4
2.925,101.776,15,10,3,4
2.925,101.786,12,15,13,3
2.926,101.653,15,1,4,6
2.926,101.654,0,11,16,20
2.926,101.655,18,3,10,20
2.926,101.656,19,5,9,13
2.926,101.657,18,6,10,18
2.926,101.658,13,6,12,16
2.926,101.659,18,5,8,0
2.926,101.66,20,2,17,5
2.926,101.662,18,13,14,10
2.926,101.669,10,1,9,9
2.926,101.692,0,12,19,0
2.926,101.695,9,5,12,1
2.926,101.698,15,1,6,9
2.926,101.708,6,18,1,6
2.926,101.709,7,5,11,6
2.926,101.73,17,12,12,13
2.926,101.74,18,18,8,0
2.926,101.761,13,19,20,0
2.926,101.809,7,3,4,4
2.927,101.651,11,1,19,18
2.927,101.653,6,13,13,7
2.927,101.654,0,17,19,19
2.927,101.657,9,7,7,13
2.927,101.658,13,4,5,14
2.927,101.659,14,3,10,13
2.927,101.67,11,18,13,17
2.927,101.681,0,12,19,6
2.927,101.684,16,3,11,12
2.927,101.694,13,12,7,0
2.927,101.697,15,8,12,16
2.927,101.698,17,13,8,16
2.927,101.7,20,9,12,17
2.927,101.708,9,2,10,1
2.927,101.722,8,4,11,12
2.927,101.733,7,7,17,5
2.927,101.769,5,15,16,0
2.927,101.78,9,13,4,10
2.928,101.652,9,1,17,13
2.928,101.653,19,3,8,11
2.928,101.654,12,16,13,18
2.928,101.657,20,3,14,19
2.928,101.66,17,14,14,19
2.928,101.664,18,1,10,1
2.928,101.672,0,16,16,0
2.928,101.673,0,5,13,0
2.928,101.676,13,2,10,15
2.928,101.683,18,4,17,14
2.928,101.69,17,11,16,0
2.928,101.695,13,12,13,17
2.928,101.698,0,15,20,0
2.928,101.699,11,10,15,9
2.928,101.701,12,11,17,16
2.928,101.706,7,1,11,1
2.928,101.709,15,19,7,11
2.928,101.712,14,3,1,12
2.928,101.727,20,15,14,6
2.928,101.75,19,15,19,12
2.929,101.654,13,7,11,0
2.929,101.657,15,8,7,15
2.929,101.659,17,8,13,20
2.929,101.66,15,9,18,17
2.929,101.667,20,15,13,0
2.929,101.67,10,18,18,12
2.929,101.671,0,13,20,0
2.929,101.673,0,18,19,0
2.929,101.675,0,19,16,14
2.929,101.682,3,9,17,16
2.929,101.683,0,11,16,12
2.929,101.685,19,6,18,19
2.929,101.688,20,1,12,0
2.929,101.698,0,16,18,12
2.929,101.699,14,10,16,16
2.929,101.701,1,14,19,15
2.929,101.703,0,4,15,3
2.929,101.706,4,12,7,0
2.929,101.718,3,2,10,1
2.929,101.72,18,10,13,17
2.929,101.753,17,4,17,2
2.929,101.768,19,19,7,2
2.929,101.773,7,1,6,1
2.93,101.659,15,12,17,19
2.93,101.668,10,1,13,0
2.93,101.67,0,5,17,17
2.93,101.673,14,19,19,18
2.93,101.675,19,8,13,16
2.93,101.676,15,1,16,9
2.93,101.678,15,10,5,2
2.93,101.682,19,1,16,0
2.93,101.683,18,12,17,6
2.93,101.688,18,5,13,15
2.93,101.691,13,6,12,19
2.93,101.697,18,17,9,15
2.93,101.714,4,9,7,3
2.93,101.717,0,8,16,18
2.93,101.77,5,0,11,8
2.93,101.771,0,19,17,0
2.93,101.776,0,19,8,0
2.931,101.655,11,20,17,12
2.931,101.658,0,8,12,15
2.931,101.659,8,8,10,15
2.931,101.663,12,2,3,12
2.931,101.664,17,7,11,4
2.931,101.665,0,18,17,0
2.931,101.671,14,1,16,0
2.931,101.675,18,2,12,2
2.931,101.677,13,2,8,3
2.931,101.678,0,11,13,17
2.931,101.681,13,12,15,0
2.931,101.682,16,9,13,12
2.931,101.683,6,3,16,17
2.931,101.685,18,13,6,1
2.931,101.687,15,5,9,19
2.931,101.689,0,8,10,18
2.931,101.696,11,14,17,11
2.931,101.697,20,16,13,14
2.931,101.703,2,9,3,0
2.931,101.714,9,3,11,10
2.931,101.716,2,6,13,12
2.931,101.755,7,9,17,4
2.931,101.855,0,5,9,3
2.932,101.654,0,11,17,0
2.932,101.655,16,1,18,6
2.932,101.658,16,3,17,18
2.932,101.659,18,1,13,20
2.932,101.66,19,7,9,15
2.932,101.674,20,13,19,18
2.932,101.679,1,6,10,18
2.932,101.682,12,16,11,4
2.932,101.683,4,7,6,10
2.932,101.685,10,12,19,15
2.932,101.687,7,18,10,8
2.932,101.695,15,3,5,1
2.932,101.698,15,1,12,12
2.932,101.703,15,6,18,7
2.932,101.706,11,1,14,9
2.932,101.709,0,10,19,18
2.932,101.711,15,6,6,11
2.932,101.716,13,12,13,0
2.932,101.731,5,2,6,17
2.932,101.747,9,4,13,12
2.932,101.763,11,15,5,4
2.932,101.765,18,12,13,16
2.932,101.769,4,6,5,5
2.932,101.783,9,1,8,13
2.932,101.855,16,20,18,0
2.932,101.856,0,20,20,20
2.932,101.857,0,0,20,20
2.933,101.658,18,3,14,8
2.933,101.659,8,3,16,19
2.933,101.661,0,15,17,12
2.933,101.662,8,12,10,4
2.933,101.663,14,6,10,8
2.933,101.678,19,4,8,12
2.933,101.684,10,7,7,2
2.933,101.685,14,8,17,19
2.933,101.69,9,0,12,13
2.933,101.691,16,14,16,18
2.933,101.693,0,10,17,18
2.933,101.694,0,13,19,14
2.933,101.696,0,8,10,19
2.933,101.698,5,11,18,6
2.933,101.705,15,2,9,18
2.933,101.716,0,9,9,8
2.933,101.73,6,0,13,10
2.933,101.736,0,15,17,0
2.933,101.757,12,4,16,8
2.933,101.763,10,18,10,4
2.933,101.776,4,5,2,1
2.933,101.777,5,15,9,17
2.933,101.853,18,18,12,16
2.933,101.854,10,20,18,2
2.934,101.661,5,14,11,3
2.934,101.671,20,9,16,11
2.934,101.678,14,1,12,9
2.934,101.679,8,12,19,12
2.934,101.68,8,11,10,5
2.934,101.682,19,8,10,0
2.934,101.684,1,12,9,17
2.934,101.688,4,4,11,9
2.934,101.697,0,18,18,0
2.934,101.7,14,12,12,12
2.934,101.704,0,1,15,0
2.934,101.712,0,19,18,0
2.934,101.716,19,15,14,0
2.934,101.726,18,12,3,5
2.934,101.73,16,16,17,0
2.934,101.731,17,0,12,4
2.934,101.743,13,14,13,11
2.934,101.745,7,15,11,1
2.934,101.751,6,12,14,17
2.934,101.763,3,6,6,2
2.934,101.765,14,0,20,18
2.934,101.766,15,0,12,1
2.934,101.768,15,15,5,17
2.934,101.79,20,0,14,0
2.934,101.793,0,12,12,0
2.934,101.851,0,6,18,12
2.934,101.852,0,14,16,14
2.935,101.659,0,7,12,13
2.935,101.674,16,16,16,14
2.935,101.694,16,14,14,13
2.935,101.695,13,1,6,6
2.935,101.697,14,8,12,9
2.935,101.698,19,13,17,16
2.935,101.705,14,7,8,16
2.935,101.706,8,2,10,10
2.935,101.716,2,15,16,17
2.935,101.725,18,5,5,2
2.935,101.763,11,4,8,8
2.935,101.766,0,19,13,0
2.935,101.782,0,8,9,7
2.935,101.85,18,12,16,17
2.935,101.851,0,0,19,0
2.936,101.659,14,11,5,1
2.936,101.66,4,15,17,8
2.936,101.662,17,7,19,17
2.936,101.672,18,15,14,0
2.936,101.678,18,13,18,19
2.936,101.679,4,5,5,2
2.936,101.687,6,1,17,1
2.936,101.692,0,17,17,0
2.936,101.693,17,16,19,16
2.936,101.697,16,8,7,1
2.936,101.699,0,1,7,6
2.936,101.706,20,8,16,7
2.936,101.71,7,12,4,1
2.936,101.718,16,12,7,6
2.936,101.719,10,13,17,18
2.936,101.727,0,12,19,0
2.936,101.733,14,1,15,5
2.936,101.741,0,12,12,5
2.936,101.764,0,0,20,18
2.936,101.773,8,1,7,8
2.936,101.774,16,6,13,19
2.936,101.85,14,10,11,0
2.937,101.656,8,1,9,17
2.937,101.675,2,1,7,1
2.937,101.687,20,1,9,6
2.937,101.693,7,1,10,16
2.937,101.698,11,9,8,6
2.937,101.699,7,7,6,18
2.937,101.703,10,15,12,17
2.937,101.704,15,1,13,5
2.937,101.705,11,11,6,2
2.937,101.708,8,7,6,6
2.937,101.72,3,3,10,12
2.937,101.721,8,7,7,4
2.937,101.724,18,7,8,9
2.937,101.733,0,19,4,0
2.937,101.762,18,14,19,15
2.937,101.764,15,0,11,14
2.937,101.769,20,19,19,10
2.937,101.812,11,19,9,17
2.937,101.849,11,8,17,15
2.937,101.851,6,3,11,1
2.937,101.852,17,13,14,15
2.938,101.661,10,10,10,17
2.938,101.676,8,1,11,1
2.938,101.678,17,4,11,0
2.938,101.693,9,1,8,5
2.938,101.699,16,2,2,6
2.938,101.705,12,3,17,1
2.938,101.71,10,1,8,2
2.938,101.712,8,1,10,4
2.938,101.76,20,14,11,16
2.938,101.762,5,14,17,16
2.938,101.763,12,17,17,0
2.938,101.776,0,0,14,0
2.938,101.848,0,0,19,0
2.938,101.849,18,0,15,20
2.938,101.85,0,17,14,2
2.938,101.851,18,6,15,3
2.939,101.658,18,15,19,0
2.939,101.674,11,2,18,0
2.939,101.68,10,1,10,13
2.939,101.687,0,11,12,4
2.939,101.692,13,5,14,4
2.939,101.697,11,10,14,10
2.939,101.699,8,1,14,4
2.939,101.7,16,14,15,11
2.939,101.701,12,10,6,11
2.939,101.704,1,0,15,5
2.939,101.705,19,13,10,15
2.939,101.707,11,11,9,19
2.939,101.709,20,10,10,4
2.939,101.711,7,10,15,0
2.939,101.716,20,9,6,8
2.939,101.72,0,3,12,12
2.939,101.722,0,10,19,0
2.939,101.724,17,2,8,19
2.939,101.735,6,10,12,17
2.939,101.74,0,7,14,0
2.939,101.747,14,15,17,13
2.939,101.748,7,9,17,4
2.939,101.75,0,12,16,0
2.939,101.764,0,0,19,17
2.939,101.768,10,1,1,3
2.939,101.774,7,18,6,5
2.939,101.791,5,18,17,0
2.939,101.847,5,7,11,8
2.939,101.848,20,0,19,0
2.939,101.85,19,20,11,4
2.939,101.851,16,16,12,18
2.939,101.852,17,16,18,0
2.94,101.659,6,15,5,12
2.94,101.662,0,19,13,18
2.94,101.67,17,1,11,0
2.94,101.68,0,18,17,12
2.94,101.681,3,12,16,0
2.94,101.69,14,16,12,9
2.94,101.694,3,1,4,0
2.94,101.696,0,15,17,0
2.94,101.702,0,14,10,9
2.94,101.703,0,13,12,16
2.94,101.707,2,6,3,3
2.94,101.71,10,11,13,0
2.94,101.711,13,14,20,10
2.94,101.712,19,9,13,4
2.94,101.713,12,14,16,1
2.94,101.729,0,12,10,6
2.94,101.733,1,7,8,2
2.94,101.739,17,18,19,12
2.94,101.75,20,20,16,0
2.94,101.76,19,4,11,0
2.94,101.765,20,11,18,18
2.94,101.766,6,18,15,9
2.94,101.767,16,4,17,10
2.94,101.778,17,8,15,7
2.94,101.779,8,1,7,1
2.94,101.783,0,15,16,8
2.94,101.795,8,1,12,4
2.94,101.799,7,12,15,0
2.94,101.844,14,9,16,14
2.94,101.849,11,5,5,5
2.94,101.852,12,16,15,4
2.941,101.66,6,12,17,13
2.941,101.661,17,1,6,17
2.941,101.671,3,1,3,2
2.941,101.685,4,1,7,1
2.941,101.689,19,5,13,17
2.941,101.691,19,9,17,0
2.941,101.696,15,5,8,4
2.941,101.697,9,3,9,6
2.941,101.7,12,15,6,5
2.941,101.708,14,2,1,17
2.941,101.709,6,2,17,1
2.941,101.717,4,19,3,5
2.941,101.724,20,5,5,14
2.941,101.739,18,5,15,13
2.941,101.741,0,0,17,0
2.941,101.762,12,13,17,0
2.941,101.765,4,6,11,4
2.941,101.767,0,12,18,11
2.941,101.768,1,10,13,2
2.941,101.773,17,13,14,0
2.941,101.775,20,20,14,15
2.941,101.776,11,6,18,0
2.941,101.778,12,15,8,1
2.941,101.781,0,19,17,5
2.941,101.792,16,1,16,0
2.941,101.807,0,0,14,12
2.941,101.845,14,9,7,6
2.941,101.846,14,6,14,4
2.941,101.849,16,11,13,3
2.941,101.851,0,0,16,13
2.942,101.66,10,7,11,3
2.942,101.663,0,16,17,0
2.942,101.686,0,6,17,0
2.942,101.689,17,19,17,0
2.942,101.69,0,1,17,13
2.942,101.705,14,1,13,9
2.942,101.709,16,7,7,7
2.942,101.71,9,2,12,4
2.942,101.717,18,10,12,1
2.942,101.721,2,1,7,1
2.942,101.738,8,16,1,1
2.942,101.752,12,6,13,5
2.942,101.76,0,6,11,8
2.942,101.762,16,2,16,18
2.942,101.776,9,12,12,7
2.942,101.778,8,19,10,1
2.942,101.782,2,13,19,1
2.942,101.787,7,19,10,13
2.942,101.843,20,13,18,20
2.942,101.845,15,2,8,3
2.942,101.848,0,17,13,12
2.942,101.849,0,17,19,20
2.942,101.851,16,20,18,16
2.943,101.651,0,0,20,0
2.943,101.665,0,1,6,0
2.943,101.672,20,15,12,0
2.943,101.673,20,1,15,12
2.943,101.676,7,1,3,1
2.943,101.679,19,19,19,14
2.943,101.683,0,16,16,0
2.943,101.684,6,3,6,7
2.943,101.688,3,1,10,4
2.943,101.695,5,1,8,5
2.943,101.705,7,15,3,3
2.943,101.706,2,13,6,5
2.943,101.708,9,12,7,0
2.943,101.709,6,0,1,1
2.943,101.711,0,10,14,5
2.943,101.712,9,12,15,6
2.943,101.713,1,7,14,5
2.943,101.716,0,7,17,0
2.943,101.724,20,12,17,7
2.943,101.726,15,16,16,18
2.943,101.73,14,16,9,9
2.943,101.731,0,4,9,17
2.943,101.734,8,1,15,6
2.943,101.736,3,14,5,5
2.943,101.737,17,1,18,2
2.943,101.74,0,6,12,6
2.943,101.741,20,9,18,15
2.943,101.758,9,16,16,11
2.943,101.76,17,18,17,10
2.943,101.762,15,12,19,13
2.943,101.764,20,19,19,0
2.943,101.769,2,3,4,2
2.943,101.774,0,12,14,0
2.943,101.842,0,20,16,7
2.943,101.843,16,12,10,15
2.943,101.844,14,8,14,15
2.943,101.845,19,12,9,17
2.943,101.849,17,10,10,12
2.944,101.661,0,6,20,0
2.944,101.662,19,5,15,19
2.944,101.663,17,2,9,15
2.944,101.691,11,1,13,18
2.944,101.693,6,9,11,17
2.944,101.701,0,6,16,17
2.944,101.704,6,4,5,12
2.944,101.705,11,7,10,17
2.944,101.708,7,15,8,8
2.944,101.71,16,13,19,12
2.944,101.712,8,6,12,12
2.944,101.713,0,9,17,20
2.944,101.714,2,13,16,8
2.944,101.717,14,11,17,5
2.944,101.719,11,2,13,11
2.944,101.72,14,16,17,1
2.944,101.724,12,19,15,3
2.944,101.728,9,7,19,14
2.944,101.743,16,2,2,18
2.944,101.745,16,15,9,8
2.944,101.746,15,19,17,10
2.944,101.751,0,13,7,18
2.944,101.759,11,11,18,11
2.944,101.761,9,15,16,19
2.944,101.762,7,7,5,4
2.944,101.765,19,9,18,17
2.944,101.768,15,6,9,10
2.944,101.77,0,11,10,5
2.944,101.772,0,0,16,17
2.944,101.779,17,15,16,12
2.944,101.782,4,2,15,0
2.944,101.84,18,15,18,0
2.944,101.842,11,17,12,20
2.944,101.845,20,16,13,13
2.944,101.846,4,15,11,5
2.944,101.848,12,18,15,12
